id,titulo,autor,genero,anio_publicacion,editorial,idioma,paginas,disponible,cliente_prestamo,fecha_prestamo,fecha_limite
22308,Libro 22308,Autor 2199,Ficción,2009,Penguin,Inglés,425,,,,
22309,Libro 22309,Autor 1287,Fantasía,2018,Penguin,Italiano,410,,,,
22310,Libro 22310,Autor 1650,Historia,1972,Anagrama,Inglés,542,,,,
22311,Libro 22311,Autor 2631,No ficción,2020,Alfaguara,Francés,197,,,,
22312,Libro 22312,Autor 2317,Ficción,1969,Anagrama,Inglés,486,,,,
22313,Libro 22313,Autor 3132,Ciencia,1988,Planeta,Italiano,919,,,,
22314,Libro 22314,Autor 296,Misterio,1952,Penguin,Francés,429,,,,
22315,Libro 22315,Autor 121,No ficción,1952,Penguin,Español,474,,,,
22316,Libro 22316,Autor 679,Infantil,1980,Alfaguara,Italiano,980,,,,
22317,Libro 22317,Autor 2752,Infantil,1956,Planeta,Italiano,315,,,,
22318,Libro 22318,Autor 4496,Ciencia,1950,HarperCollins,Español,938,,,,
22319,Libro 22319,Autor 4815,Ficción,2005,Alfaguara,Francés,331,,,,
22320,Libro 22320,Autor 4482,Terror,1976,HarperCollins,Francés,754,,,,
22321,Libro 22321,Autor 2485,Fantasía,2014,Planeta,Español,662,,,,
22322,Libro 22322,Autor 4665,No ficción,2019,Penguin,Italiano,954,,,,
22323,Libro 22323,Autor 2365,Romance,1988,Planeta,Español,860,,,,
22324,Libro 22324,Autor 2190,Historia,1952,Salamandra,Alemán,630,,,,
22325,Libro 22325,Autor 1482,Infantil,2008,Planeta,Francés,720,,,,
22326,Libro 22326,Autor 939,Fantasía,1951,Alfaguara,Inglés,934,,,,
22327,Libro 22327,Autor 3356,Ciencia,1996,Penguin,Inglés,874,,,,
22328,Libro 22328,Autor 2705,Romance,1969,Penguin,Español,585,,,,
22329,Libro 22329,Autor 706,No ficción,1976,Penguin,Italiano,193,,,,
22330,Libro 22330,Autor 300,Ficción,1968,Salamandra,Italiano,594,,,,
22331,Libro 22331,Autor 3908,Fantasía,2004,Anagrama,Alemán,832,,,,
22332,Libro 22332,Autor 2742,Historia,2012,Planeta,Alemán,881,,,,
22333,Libro 22333,Autor 4664,Infantil,1992,Penguin,Italiano,169,,,,
22334,Libro 22334,Autor 3772,Terror,1954,Anagrama,Alemán,159,,,,
22335,Libro 22335,Autor 4176,Misterio,1969,Alfaguara,Italiano,754,,,,
22336,Libro 22336,Autor 1037,Ficción,2010,Salamandra,Inglés,991,,,,
22337,Libro 22337,Autor 3839,Romance,2011,Salamandra,Francés,897,,,,
22338,Libro 22338,Autor 939,No ficción,2023,Anagrama,Italiano,790,,,,
22339,Libro 22339,Autor 4461,Historia,2012,Salamandra,Inglés,706,,,,
22340,Libro 22340,Autor 2065,Ciencia,1971,Alfaguara,Italiano,368,,,,
22341,Libro 22341,Autor 2891,Misterio,1987,HarperCollins,Español,300,,,,
22342,Libro 22342,Autor 4703,No ficción,1961,Salamandra,Español,280,,,,
22343,Libro 22343,Autor 36,Fantasía,2023,Planeta,Inglés,677,,,,
22344,Libro 22344,Autor 2925,Terror,2010,Anagrama,Francés,870,,,,
22345,Libro 22345,Autor 2164,Ciencia,1997,Alfaguara,Español,930,,,,
22346,Libro 22346,Autor 1301,No ficción,1966,HarperCollins,Italiano,327,,,,
22347,Libro 22347,Autor 1149,No ficción,2001,Penguin,Español,639,,,,
22348,Libro 22348,Autor 1507,Terror,1995,HarperCollins,Alemán,266,,,,
22349,Libro 22349,Autor 212,Misterio,2005,Penguin,Alemán,161,,,,
22350,Libro 22350,Autor 223,No ficción,1978,Alfaguara,Español,267,,,,
22351,Libro 22351,Autor 2803,Ciencia,2022,Planeta,Italiano,117,,,,
22352,Libro 22352,Autor 3971,Ficción,2000,HarperCollins,Italiano,226,,,,
22353,Libro 22353,Autor 4413,No ficción,1975,Salamandra,Francés,492,,,,
22354,Libro 22354,Autor 2366,No ficción,2024,Alfaguara,Alemán,312,,,,
22355,Libro 22355,Autor 4274,No ficción,1978,Alfaguara,Francés,278,,,,
22356,Libro 22356,Autor 1994,Infantil,2008,Alfaguara,Italiano,994,,,,
22357,Libro 22357,Autor 288,Ciencia,1957,Penguin,Italiano,610,,,,
22358,Libro 22358,Autor 3453,Historia,1974,Planeta,Inglés,885,,,,
22359,Libro 22359,Autor 623,No ficción,1970,HarperCollins,Inglés,335,,,,
22360,Libro 22360,Autor 1270,Fantasía,1953,Salamandra,Español,158,,,,
22361,Libro 22361,Autor 2323,Terror,1985,Salamandra,Francés,895,,,,
22362,Libro 22362,Autor 1951,Terror,1992,Penguin,Inglés,101,,,,
22363,Libro 22363,Autor 4766,Infantil,1975,Planeta,Alemán,352,,,,
22364,Libro 22364,Autor 3991,Romance,1985,Planeta,Alemán,571,,,,
22365,Libro 22365,Autor 4959,Fantasía,1972,Penguin,Francés,981,,,,
22366,Libro 22366,Autor 865,Fantasía,1990,HarperCollins,Alemán,380,,,,
22367,Libro 22367,Autor 3620,Ciencia,2024,Penguin,Inglés,683,,,,
22368,Libro 22368,Autor 3658,Misterio,1993,Planeta,Español,281,,,,
22369,Libro 22369,Autor 4690,Ficción,1999,HarperCollins,Inglés,730,,,,
22370,Libro 22370,Autor 1515,Ciencia,1958,Salamandra,Inglés,696,,,,
22371,Libro 22371,Autor 3953,No ficción,1996,Alfaguara,Italiano,466,,,,
22372,Libro 22372,Autor 3326,Infantil,1990,Alfaguara,Inglés,709,,,,
22373,Libro 22373,Autor 1429,Terror,1962,Anagrama,Alemán,597,,,,
22374,Libro 22374,Autor 4002,Historia,2007,Anagrama,Español,628,,,,
22375,Libro 22375,Autor 60,Infantil,2015,Alfaguara,Inglés,735,,,,
22376,Libro 22376,Autor 4858,Romance,2007,Penguin,Alemán,751,,,,
22377,Libro 22377,Autor 2218,No ficción,2015,Anagrama,Alemán,120,,,,
22378,Libro 22378,Autor 1948,Infantil,1982,Salamandra,Español,583,,,,
22379,Libro 22379,Autor 2355,Ciencia,2018,Anagrama,Francés,777,,,,
22380,Libro 22380,Autor 2026,Romance,1976,HarperCollins,Francés,239,,,,
22381,Libro 22381,Autor 1547,Misterio,1999,Penguin,Francés,513,,,,
22382,Libro 22382,Autor 3717,Ciencia,2008,Penguin,Francés,221,,,,
22383,Libro 22383,Autor 4829,Romance,1976,Penguin,Francés,651,,,,
22384,Libro 22384,Autor 2250,Ciencia,2008,HarperCollins,Español,678,,,,
22385,Libro 22385,Autor 3863,Terror,2005,Anagrama,Alemán,436,,,,
22386,Libro 22386,Autor 4491,Ciencia,2021,Salamandra,Italiano,714,,,,
22387,Libro 22387,Autor 946,Ficción,1983,HarperCollins,Español,756,,,,
22388,Libro 22388,Autor 1536,No ficción,1998,Alfaguara,Alemán,858,,,,
22389,Libro 22389,Autor 2540,Historia,1966,Planeta,Francés,967,,,,
22390,Libro 22390,Autor 1000,No ficción,2019,Alfaguara,Italiano,128,,,,
22391,Libro 22391,Autor 1269,Historia,1987,Alfaguara,Alemán,491,,,,
22392,Libro 22392,Autor 3844,Historia,1950,Salamandra,Español,766,,,,
22393,Libro 22393,Autor 4064,Historia,1987,Anagrama,Francés,735,,,,
22394,Libro 22394,Autor 495,Ficción,1975,Anagrama,Italiano,382,,,,
22395,Libro 22395,Autor 3912,Terror,2018,Planeta,Alemán,615,,,,
22396,Libro 22396,Autor 1246,Infantil,2017,Anagrama,Francés,278,,,,
22397,Libro 22397,Autor 4539,No ficción,1974,Penguin,Español,784,,,,
22398,Libro 22398,Autor 2261,Ciencia,2007,Alfaguara,Alemán,112,,,,
22399,Libro 22399,Autor 1856,Romance,1994,Planeta,Italiano,345,,,,
22400,Libro 22400,Autor 986,Infantil,1971,Planeta,Alemán,521,,,,
22401,Libro 22401,Autor 1319,Historia,1997,Anagrama,Italiano,756,,,,
22402,Libro 22402,Autor 2942,Historia,1962,Planeta,Francés,664,,,,
22403,Libro 22403,Autor 4143,Terror,1974,Planeta,Inglés,397,,,,
22404,Libro 22404,Autor 3499,Fantasía,1959,Penguin,Inglés,790,,,,
22405,Libro 22405,Autor 360,Fantasía,1967,Alfaguara,Alemán,463,,,,
22406,Libro 22406,Autor 144,Infantil,2004,Planeta,Español,136,,,,
22407,Libro 22407,Autor 1429,Ficción,1976,Planeta,Francés,281,,,,
22408,Libro 22408,Autor 1199,Ciencia,2005,Planeta,Francés,865,,,,
22409,Libro 22409,Autor 4979,No ficción,2005,Salamandra,Alemán,745,,,,
22410,Libro 22410,Autor 980,Misterio,1998,HarperCollins,Francés,696,,,,
22411,Libro 22411,Autor 925,Misterio,1975,Salamandra,Alemán,784,,,,
22412,Libro 22412,Autor 233,Ficción,1951,Penguin,Alemán,950,,,,
22413,Libro 22413,Autor 4922,Misterio,2023,Salamandra,Español,952,,,,
22414,Libro 22414,Autor 2615,No ficción,2009,Alfaguara,Inglés,868,,,,
22415,Libro 22415,Autor 2784,Historia,1987,HarperCollins,Inglés,706,,,,
22416,Libro 22416,Autor 3322,Misterio,1952,Planeta,Francés,660,,,,
22417,Libro 22417,Autor 3538,Ciencia,2023,Anagrama,Inglés,154,,,,
22418,Libro 22418,Autor 4063,Ciencia,2002,Planeta,Italiano,573,,,,
22419,Libro 22419,Autor 3361,Ciencia,1993,Penguin,Español,144,,,,
22420,Libro 22420,Autor 974,Historia,1972,Planeta,Francés,312,,,,
22421,Libro 22421,Autor 1395,Terror,1977,Salamandra,Español,999,,,,
22422,Libro 22422,Autor 1195,Historia,1981,Anagrama,Inglés,170,,,,
22423,Libro 22423,Autor 231,Historia,1969,HarperCollins,Italiano,788,,,,
22424,Libro 22424,Autor 4288,Historia,1955,Penguin,Francés,837,,,,
22425,Libro 22425,Autor 2746,Infantil,1952,HarperCollins,Español,334,,,,
22426,Libro 22426,Autor 4101,Fantasía,1952,Anagrama,Alemán,709,,,,
22427,Libro 22427,Autor 3689,No ficción,1972,Alfaguara,Español,625,,,,
22428,Libro 22428,Autor 4779,Infantil,2022,HarperCollins,Inglés,470,,,,
22429,Libro 22429,Autor 4826,Ciencia,1982,Salamandra,Alemán,305,,,,
22430,Libro 22430,Autor 2495,Ficción,1985,HarperCollins,Español,993,,,,
22431,Libro 22431,Autor 2037,Terror,2013,Planeta,Francés,845,,,,
22432,Libro 22432,Autor 1037,Fantasía,1961,Penguin,Inglés,242,,,,
22433,Libro 22433,Autor 2698,Ficción,2011,Penguin,Italiano,595,,,,
22434,Libro 22434,Autor 3428,Ficción,1975,Alfaguara,Italiano,546,,,,
22435,Libro 22435,Autor 2663,Ficción,1986,Salamandra,Francés,134,,,,
22436,Libro 22436,Autor 3380,Terror,1997,Alfaguara,Alemán,481,,,,
22437,Libro 22437,Autor 3051,Romance,2023,HarperCollins,Francés,779,,,,
22438,Libro 22438,Autor 1460,Misterio,1993,Alfaguara,Francés,287,,,,
22439,Libro 22439,Autor 3271,Misterio,1960,Penguin,Italiano,753,,,,
22440,Libro 22440,Autor 2054,Misterio,2018,Penguin,Francés,995,,,,
22441,Libro 22441,Autor 4162,Historia,1973,HarperCollins,Alemán,328,,,,
22442,Libro 22442,Autor 2114,Fantasía,1968,HarperCollins,Francés,416,,,,
22443,Libro 22443,Autor 3704,Ciencia,2019,Anagrama,Español,394,,,,
22444,Libro 22444,Autor 1442,Ciencia,2005,Salamandra,Francés,586,,,,
22445,Libro 22445,Autor 2235,Infantil,1998,Penguin,Inglés,408,,,,
22446,Libro 22446,Autor 367,Fantasía,2006,Alfaguara,Español,539,,,,
22447,Libro 22447,Autor 3300,Romance,1960,Salamandra,Italiano,782,,,,
22448,Libro 22448,Autor 805,Fantasía,2012,Anagrama,Alemán,755,,,,
22449,Libro 22449,Autor 546,Historia,1966,Planeta,Inglés,516,,,,
22450,Libro 22450,Autor 241,Ciencia,1964,Salamandra,Italiano,408,,,,
22451,Libro 22451,Autor 421,No ficción,2019,Alfaguara,Inglés,947,,,,
22452,Libro 22452,Autor 1685,Ciencia,2011,Planeta,Italiano,999,,,,
22453,Libro 22453,Autor 2881,Infantil,1981,Anagrama,Italiano,103,,,,
22454,Libro 22454,Autor 2773,Romance,1989,Penguin,Francés,472,,,,
22455,Libro 22455,Autor 2344,Fantasía,1960,Penguin,Francés,105,,,,
22456,Libro 22456,Autor 4413,Ficción,1962,Planeta,Alemán,700,,,,
22457,Libro 22457,Autor 2444,Ciencia,1977,Penguin,Español,326,,,,
22458,Libro 22458,Autor 403,Historia,1977,HarperCollins,Español,387,,,,
22459,Libro 22459,Autor 707,Historia,1997,Salamandra,Alemán,989,,,,
22460,Libro 22460,Autor 953,Ficción,2004,Anagrama,Francés,219,,,,
22461,Libro 22461,Autor 90,Terror,1965,Alfaguara,Italiano,962,,,,
22462,Libro 22462,Autor 1347,Historia,1985,Anagrama,Español,889,,,,
22463,Libro 22463,Autor 3541,No ficción,1989,Salamandra,Italiano,910,,,,
22464,Libro 22464,Autor 1126,Terror,1969,Planeta,Alemán,820,,,,
22465,Libro 22465,Autor 2032,Historia,1951,Planeta,Francés,716,,,,
22466,Libro 22466,Autor 1314,Historia,1951,Penguin,Italiano,721,,,,
22467,Libro 22467,Autor 2417,Misterio,2018,Planeta,Alemán,245,,,,
22468,Libro 22468,Autor 922,Romance,2019,Alfaguara,Francés,376,,,,
22469,Libro 22469,Autor 1651,Fantasía,1999,Anagrama,Español,946,,,,
22470,Libro 22470,Autor 6,Romance,1997,Alfaguara,Francés,794,,,,
22471,Libro 22471,Autor 3138,Ficción,1973,Anagrama,Francés,566,,,,
22472,Libro 22472,Autor 2875,Historia,1958,Salamandra,Inglés,209,,,,
22473,Libro 22473,Autor 3798,Ficción,1989,Salamandra,Italiano,949,,,,
22474,Libro 22474,Autor 186,Ciencia,1989,Penguin,Italiano,168,,,,
22475,Libro 22475,Autor 1906,Infantil,1951,Planeta,Español,685,,,,
22476,Libro 22476,Autor 2100,Ficción,2022,Anagrama,Inglés,658,,,,
22477,Libro 22477,Autor 3147,Fantasía,1955,HarperCollins,Inglés,485,,,,
22478,Libro 22478,Autor 4388,Ficción,1968,HarperCollins,Inglés,931,,,,
22479,Libro 22479,Autor 3703,Misterio,1968,Salamandra,Español,499,,,,
22480,Libro 22480,Autor 3363,Terror,1982,HarperCollins,Español,772,,,,
22481,Libro 22481,Autor 480,Ciencia,2010,HarperCollins,Inglés,367,,,,
22482,Libro 22482,Autor 242,Misterio,1979,Salamandra,Francés,141,,,,
22483,Libro 22483,Autor 3661,Historia,2011,Salamandra,Alemán,818,,,,
22484,Libro 22484,Autor 1788,Misterio,1962,Alfaguara,Inglés,306,,,,
22485,Libro 22485,Autor 4686,No ficción,1967,Planeta,Francés,642,,,,
22486,Libro 22486,Autor 431,Historia,1951,Anagrama,Inglés,238,,,,
22487,Libro 22487,Autor 3476,Infantil,1952,Salamandra,Alemán,616,,,,
22488,Libro 22488,Autor 825,Misterio,1955,HarperCollins,Inglés,560,,,,
22489,Libro 22489,Autor 4289,Terror,1977,HarperCollins,Español,943,,,,
22490,Libro 22490,Autor 533,Infantil,1981,Anagrama,Inglés,718,,,,
22491,Libro 22491,Autor 440,Ficción,2009,Penguin,Francés,105,,,,
22492,Libro 22492,Autor 4255,Misterio,1980,Alfaguara,Italiano,369,,,,
22493,Libro 22493,Autor 4821,Ciencia,2010,Alfaguara,Español,707,,,,
22494,Libro 22494,Autor 2406,Romance,1958,Planeta,Italiano,793,,,,
22495,Libro 22495,Autor 991,Ficción,2016,HarperCollins,Alemán,861,,,,
22496,Libro 22496,Autor 736,No ficción,2003,Planeta,Alemán,801,,,,
22497,Libro 22497,Autor 1207,Ciencia,2017,Planeta,Francés,917,,,,
22498,Libro 22498,Autor 4961,Ciencia,1966,Planeta,Italiano,814,,,,
22499,Libro 22499,Autor 2674,Infantil,2008,Planeta,Italiano,857,,,,
22500,Libro 22500,Autor 3256,Romance,1980,Anagrama,Español,650,,,,
22501,Libro 22501,Autor 1852,Terror,2024,Anagrama,Español,445,,,,
22502,Libro 22502,Autor 813,Infantil,2010,Salamandra,Inglés,867,,,,
22503,Libro 22503,Autor 3578,Romance,1989,Anagrama,Español,532,,,,
22504,Libro 22504,Autor 1380,Misterio,1952,Planeta,Francés,503,,,,
22505,Libro 22505,Autor 2969,No ficción,1999,HarperCollins,Francés,205,,,,
22506,Libro 22506,Autor 4721,Ficción,1950,Alfaguara,Italiano,886,,,,
22507,Libro 22507,Autor 973,Ciencia,1957,Salamandra,Español,361,,,,
22508,Libro 22508,Autor 1196,Terror,2011,HarperCollins,Español,990,,,,
22509,Libro 22509,Autor 474,Infantil,2013,Planeta,Francés,141,,,,
22510,Libro 22510,Autor 2565,No ficción,1990,Salamandra,Alemán,335,,,,
22511,Libro 22511,Autor 2321,Ficción,1966,Penguin,Inglés,916,,,,
22512,Libro 22512,Autor 719,No ficción,2021,Salamandra,Francés,790,,,,
22513,Libro 22513,Autor 4407,Ciencia,1992,Anagrama,Inglés,438,,,,
22514,Libro 22514,Autor 2618,Misterio,1951,Salamandra,Alemán,874,,,,
22515,Libro 22515,Autor 3066,Terror,1996,HarperCollins,Francés,473,,,,
22516,Libro 22516,Autor 3819,Romance,2009,Anagrama,Inglés,476,,,,
22517,Libro 22517,Autor 2592,Terror,1998,HarperCollins,Italiano,613,,,,
22518,Libro 22518,Autor 984,Romance,1964,Penguin,Italiano,910,,,,
22519,Libro 22519,Autor 4437,Infantil,1999,Salamandra,Francés,538,,,,
22520,Libro 22520,Autor 3179,Misterio,1995,HarperCollins,Italiano,760,,,,
22521,Libro 22521,Autor 2925,Romance,1951,Anagrama,Español,578,,,,
22522,Libro 22522,Autor 4806,Misterio,1978,Penguin,Italiano,935,,,,
22523,Libro 22523,Autor 1044,No ficción,1978,Anagrama,Francés,996,,,,
22524,Libro 22524,Autor 303,Terror,2010,Alfaguara,Alemán,590,,,,
22525,Libro 22525,Autor 156,Terror,2015,Planeta,Francés,802,,,,
22526,Libro 22526,Autor 4605,Ciencia,1993,Alfaguara,Francés,634,,,,
22527,Libro 22527,Autor 3023,Terror,1953,Planeta,Italiano,146,,,,
22528,Libro 22528,Autor 952,No ficción,1988,Planeta,Inglés,656,,,,
22529,Libro 22529,Autor 90,Ciencia,2009,Alfaguara,Francés,308,,,,
22530,Libro 22530,Autor 70,Misterio,1998,Penguin,Italiano,394,,,,
22531,Libro 22531,Autor 3650,Historia,1954,Planeta,Inglés,813,,,,
22532,Libro 22532,Autor 1853,Romance,2015,HarperCollins,Español,296,,,,
22533,Libro 22533,Autor 603,Ficción,1994,Alfaguara,Inglés,390,,,,
22534,Libro 22534,Autor 4354,Misterio,2009,HarperCollins,Alemán,160,,,,
22535,Libro 22535,Autor 4871,No ficción,1957,Penguin,Español,197,,,,
22536,Libro 22536,Autor 2028,Misterio,1999,Penguin,Alemán,723,,,,
22537,Libro 22537,Autor 4337,Ficción,1985,Salamandra,Inglés,816,,,,
22538,Libro 22538,Autor 4050,No ficción,2019,Salamandra,Español,766,,,,
22539,Libro 22539,Autor 3335,Terror,1990,Salamandra,Español,889,,,,
22540,Libro 22540,Autor 985,Misterio,1959,Alfaguara,Inglés,892,,,,
22541,Libro 22541,Autor 852,Romance,1985,HarperCollins,Italiano,484,,,,
22542,Libro 22542,Autor 2553,Infantil,2017,Anagrama,Italiano,810,,,,
22543,Libro 22543,Autor 1180,Terror,1963,Planeta,Inglés,820,,,,
22544,Libro 22544,Autor 3549,Terror,1966,Anagrama,Francés,213,,,,
22545,Libro 22545,Autor 673,Historia,1970,Anagrama,Inglés,105,,,,
22546,Libro 22546,Autor 1122,Infantil,2003,Salamandra,Inglés,848,,,,
22547,Libro 22547,Autor 1737,Fantasía,1962,Alfaguara,Francés,763,,,,
22548,Libro 22548,Autor 1942,Infantil,1997,Anagrama,Francés,125,,,,
22549,Libro 22549,Autor 1594,Historia,1994,Salamandra,Español,874,,,,
22550,Libro 22550,Autor 4802,Ficción,1958,Salamandra,Inglés,313,,,,
22551,Libro 22551,Autor 3290,Historia,2004,Anagrama,Inglés,412,,,,
22552,Libro 22552,Autor 3072,Ciencia,1999,Planeta,Español,349,,,,
22553,Libro 22553,Autor 4333,Terror,1969,Salamandra,Italiano,379,,,,
22554,Libro 22554,Autor 2945,Fantasía,1989,Penguin,Alemán,700,,,,
22555,Libro 22555,Autor 1755,Historia,1950,Planeta,Francés,670,,,,
22556,Libro 22556,Autor 3198,Romance,2013,Planeta,Italiano,307,,,,
22557,Libro 22557,Autor 1533,Fantasía,1984,Alfaguara,Francés,564,,,,
22558,Libro 22558,Autor 4472,Ciencia,2014,Salamandra,Español,695,,,,
22559,Libro 22559,Autor 1996,No ficción,2002,Penguin,Inglés,456,,,,
22560,Libro 22560,Autor 2552,Romance,2010,HarperCollins,Inglés,779,,,,
22561,Libro 22561,Autor 4012,No ficción,1954,HarperCollins,Inglés,645,,,,
22562,Libro 22562,Autor 2595,Romance,2018,Anagrama,Italiano,127,,,,
22563,Libro 22563,Autor 720,Fantasía,2009,Alfaguara,Alemán,303,,,,
22564,Libro 22564,Autor 379,Romance,1968,Penguin,Español,310,,,,
22565,Libro 22565,Autor 2085,Fantasía,2006,Alfaguara,Inglés,775,,,,
22566,Libro 22566,Autor 266,Ficción,1957,Penguin,Italiano,607,,,,
22567,Libro 22567,Autor 2692,No ficción,2023,Penguin,Inglés,801,,,,
22568,Libro 22568,Autor 129,Misterio,1967,Planeta,Italiano,125,,,,
22569,Libro 22569,Autor 2833,Ciencia,1960,Penguin,Francés,347,,,,
22570,Libro 22570,Autor 4639,Romance,2011,Penguin,Español,867,,,,
22571,Libro 22571,Autor 4862,Fantasía,1979,HarperCollins,Francés,856,,,,
22572,Libro 22572,Autor 193,Ciencia,1954,Anagrama,Alemán,428,,,,
22573,Libro 22573,Autor 2436,Infantil,2005,HarperCollins,Italiano,921,,,,
22574,Libro 22574,Autor 2043,Romance,1985,Salamandra,Alemán,469,,,,
22575,Libro 22575,Autor 3319,Historia,1976,Planeta,Español,217,,,,
22576,Libro 22576,Autor 573,Terror,1981,Planeta,Alemán,489,,,,
22577,Libro 22577,Autor 4737,Misterio,1963,Alfaguara,Español,605,,,,
22578,Libro 22578,Autor 1309,Ficción,1990,Planeta,Alemán,477,,,,
22579,Libro 22579,Autor 3153,Fantasía,2015,Anagrama,Francés,647,,,,
22580,Libro 22580,Autor 2787,Fantasía,1953,Penguin,Alemán,620,,,,
22581,Libro 22581,Autor 2076,Infantil,1960,HarperCollins,Alemán,530,,,,
22582,Libro 22582,Autor 641,Infantil,1997,Alfaguara,Alemán,455,,,,
22583,Libro 22583,Autor 3630,Misterio,1986,Planeta,Inglés,105,,,,
22584,Libro 22584,Autor 599,Romance,1962,Planeta,Italiano,452,,,,
22585,Libro 22585,Autor 589,No ficción,2022,Anagrama,Francés,692,,,,
22586,Libro 22586,Autor 1112,Infantil,1991,HarperCollins,Inglés,193,,,,
22587,Libro 22587,Autor 4355,Infantil,1976,Salamandra,Francés,942,,,,
22588,Libro 22588,Autor 728,Historia,2015,Alfaguara,Italiano,484,,,,
22589,Libro 22589,Autor 830,No ficción,1996,Salamandra,Italiano,605,,,,
22590,Libro 22590,Autor 2394,Historia,1961,Salamandra,Francés,780,,,,
22591,Libro 22591,Autor 2229,Historia,2016,HarperCollins,Inglés,535,,,,
22592,Libro 22592,Autor 2087,Misterio,1975,Salamandra,Francés,511,,,,
22593,Libro 22593,Autor 3405,Infantil,1976,Salamandra,Inglés,797,,,,
22594,Libro 22594,Autor 105,Ciencia,1984,HarperCollins,Alemán,519,,,,
22595,Libro 22595,Autor 10,Ficción,1962,Salamandra,Inglés,399,,,,
22596,Libro 22596,Autor 2262,Ciencia,2005,Salamandra,Inglés,265,,,,
22597,Libro 22597,Autor 367,Terror,2018,Salamandra,Italiano,655,,,,
22598,Libro 22598,Autor 558,Ficción,1992,Alfaguara,Inglés,975,,,,
22599,Libro 22599,Autor 1385,Romance,2008,Planeta,Francés,927,,,,
22600,Libro 22600,Autor 3496,No ficción,1961,Anagrama,Inglés,456,,,,
22601,Libro 22601,Autor 4336,Misterio,1978,Anagrama,Francés,242,,,,
22602,Libro 22602,Autor 4249,Ciencia,1954,Anagrama,Francés,310,,,,
22603,Libro 22603,Autor 4315,Infantil,1998,Alfaguara,Italiano,640,,,,
22604,Libro 22604,Autor 2836,No ficción,2013,HarperCollins,Italiano,667,,,,
22605,Libro 22605,Autor 2335,Historia,1992,Anagrama,Alemán,672,,,,
22606,Libro 22606,Autor 948,Terror,2015,Anagrama,Español,372,,,,
22607,Libro 22607,Autor 4250,Misterio,1955,Salamandra,Francés,195,,,,
22608,Libro 22608,Autor 890,Historia,1964,HarperCollins,Alemán,440,,,,
22609,Libro 22609,Autor 805,No ficción,1967,Planeta,Francés,243,,,,
22610,Libro 22610,Autor 198,Terror,1998,Planeta,Inglés,600,,,,
22611,Libro 22611,Autor 2650,Historia,1996,Anagrama,Español,100,,,,
22612,Libro 22612,Autor 4690,Terror,1951,HarperCollins,Francés,560,,,,
22613,Libro 22613,Autor 2056,No ficción,1954,Planeta,Inglés,691,,,,
22614,Libro 22614,Autor 3002,Infantil,1986,Salamandra,Francés,602,,,,
22615,Libro 22615,Autor 4108,Fantasía,1955,Penguin,Español,446,,,,
22616,Libro 22616,Autor 2641,Romance,1991,Penguin,Italiano,668,,,,
22617,Libro 22617,Autor 3171,Romance,2000,Alfaguara,Español,836,,,,
22618,Libro 22618,Autor 654,Historia,1965,Alfaguara,Alemán,766,,,,
